Coursename,CRN,Department,CourseID,Section,Level,Credits,Prerequisites,timeslot,Day,Location,,,Term,Roomtype,Instructor,Capacity
Critical Thinking/Public Speak,93035,COM,210,2,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Lanigan Hall 106A,Lanigan Hall ,106A,Fall2017,Lecture,Mary   Simone,30
Critical Thinking/Public Speak,90235,COM,210,3,Undergraduate ,3,,4:35 pm - 5:55 pm,MW,Mahar Hall 314,Mahar Hall ,314,Fall2017,Lecture,Penny S  Morley,30
CriticalThink/PublicSpeak LC,91057,COM,210,4,Undergraduate ,3,,8:00 am - 9:20 am,TR,Mahar Hall 119,Mahar Hall ,119,Fall2017,Lecture,Jill M  Ennis,30
Critical Thinking/Public Speak,91029,COM,210,5,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Mahar Hall 208,Mahar Hall ,208,Fall2017,Lecture,Gabor   Hardy,30
Critical Thinking/Public Speak,91322,COM,210,6,Undergraduate ,3,,6:00 pm - 8:45 pm,T,Mahar Hall 106,Mahar Hall ,106,Fall2017,Lecture,Michael J  Masucci,30
Critical Thinking/Public Speak,91274,COM,210,7,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Mahar Hall 107,Mahar Hall ,107,Fall2017,Lecture,John K  Smith,30
Critical Thinking/Public Speak,91275,COM,210,1,Undergraduate ,3,,8:00 am - 8:55 am,MWF,Mahar Hall 208,Mahar Hall ,208,Fall2017,Lecture,Gabor   Hardy,30
Critical Thinking/Public Speak,92357,COM,210,2,Undergraduate ,3,,8:00 am - 9:20 am,TR,Mahar Hall 217,Mahar Hall ,217,Fall2017,Lecture,Thomas   Downs,30
Critical Thinking/Public Speak,91533,COM,210,3,Undergraduate ,3,,6:00 pm - 8:45 pm,R,Mahar Hall 106,Mahar Hall ,106,Fall2017,Lecture,Michael J  Masucci,30
Strategic Communication in Bus,91486,COM,211,4,Undergraduate ,3,,6:10 pm - 7:35 pm,MW,Mahar Hall 314,Mahar Hall ,314,Fall2017,Seminar,Penny S  Morley,30
Strategic Communication in Bus,91487,COM,211,5,Undergraduate ,3,,6:00 pm - 7:20 pm,TR,Lanigan Hall 102A,Lanigan Hall ,102A,Fall2017,Seminar,Judith Ann  Roberts,30
Strategic Communication in Bus,91488,COM,211,6,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Park Hall 212,Park Hall ,212,Fall2017,Seminar,Anastasia   Gagas,30
Strategic Communication in Bus,91490,COM,211,7,Undergraduate ,3,,7:35 pm - 8:55 pm,TR,Lanigan Hall 102A,Lanigan Hall ,102A,Fall2017,Seminar,Judith Ann  Roberts,30
Strategic Communication in Bus,91491,COM,211,1,Undergraduate ,3,,8:00 am - 9:20 am,TR,Marano Campus Center 206,Marano Campus Center ,206,Fall2017,Seminar,Mallory L  Bower,30
Strategic Communication in Bus,91494,COM,211,2,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Lanigan Hall 102A,Lanigan Hall ,102A,Fall2017,Seminar,Heidi   Bulk,30
Strategic Communication in Bus,91525,COM,211,3,Undergraduate ,3,,6:10 pm - 7:35 pm,MW,Lanigan Hall 107A,Lanigan Hall ,107A,Fall2017,Seminar,Michael Charles  Backus,30
Strategic Communication in Bus,91690,COM,211,4,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Mahar Hall 119,Mahar Hall ,119,Fall2017,Seminar,Rose Marie   Crisalli,30
Strategic Communication in Bus,91853,COM,211,5,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Lanigan Hall 35,Lanigan Hall ,35,Fall2017,Seminar,Amy   Vergamini,30
Strategic Communication in Bus,91492,COM,211,6,Undergraduate ,3,,7:45 pm - 9:05 pm,MW,Lanigan Hall 107A,Lanigan Hall ,107A,Fall2017,Seminar,Michael Charles  Backus,30
Strategic Communication in Bus,91526,COM,211,7,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Lanigan Hall 35,Lanigan Hall ,35,Fall2017,Seminar,Amy   Vergamini,30
Strategic Communication in Bus,93607,COM,211,1,Undergraduate ,3,,4:35 pm - 5:55 pm,MW,Park Hall 212,Park Hall ,212,Fall2017,Seminar,Anastasia   Gagas,30
Strategic Communication in Bus,91527,COM,211,2,Undergraduate ,3,,8:00 am - 8:55 am,MWF,Lanigan Hall 102A,Lanigan Hall ,102A,Fall2017,Seminar,Jessica   Hample,30
Strategic Communication in Bus,93609,COM,211,3,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Lanigan Hall 107A,Lanigan Hall ,107A,Fall2017,Seminar,Jessica   Hample,30
Strategic Comm in Bus,91485,COM,211,4,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Marano Campus Center 141,Marano Campus Center ,141,Fall2017,Seminar,Melanie Joyce  Smith,30
Strategic CommunicationBus-LC,92736,COM,211,5,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Mahar Hall 119,Mahar Hall ,119,Fall2017,Seminar,Rose Marie   Crisalli,30
Strategic Communication in Bus,92960,COM,211,6,Undergraduate ,3,,12:00 pm - 1:20 pm,TR,Sonata 105,Sonata ,105,Fall2017,Seminar,Leila   Karkia,30
Strategic Communication in Bus,93603,COM,211,7,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Mahar Hall 106,Mahar Hall ,106,Fall2017,Seminar,Rose Marie   Crisalli,30
Strategic Comm in Business,92328,COM,211,,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Denise   Casey,30
Interpersonal Communication,90237,COM,212,1,Undergraduate ,3,,9:35 am - 10:55 am,TR,Lanigan Hall 106A,Lanigan Hall ,106A,Fall2017,Lecture,Natalie   Hoskins,30
Interpersonal Communication,91291,COM,212,2,Undergraduate ,3,,4:35 pm - 5:55 pm,MW,Mahar Hall 204,Mahar Hall ,204,Fall2017,Lecture,Natalie   Hoskins,30
Interpersonal Communication,92057,COM,212,3,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Mahar Hall 214,Mahar Hall ,214,Fall2017,Lecture,Jenny   Rosenberg,30
Interpersonal Communication,91442,COM,212,4,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Mahar Hall 214,Mahar Hall ,214,Fall2017,Lecture,Jenny   Rosenberg,30
Interpersonal Communication,93867,COM,212,5,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Mahar Hall 108,Mahar Hall ,108,Fall2017,Lecture,Natalie   Hoskins,30
Survey Of Public Relations,90239,COM,215,6,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Lanigan Hall 106A,Lanigan Hall ,106A,Fall2017,Lecture,Lindsay Marie  McCluskey,30
Survey Of Public Relations,90240,COM,215,7,Undergraduate ,3,,4:35 pm - 5:55 pm,MW,Mahar Hall 216,Mahar Hall ,216,Fall2017,Lecture,Joseph Earl  Stabb,30
Group Interaction & Discussion,92048,COM,240,1,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Mahar Hall 111,Mahar Hall ,111,Fall2017,Lecture,Emily   Dolan,30
Group Interaction & Discussion,93606,COM,240,2,Undergraduate ,3,,4:35 pm - 5:55 pm,MW,Lanigan Hall 106A,Lanigan Hall ,106A,Fall2017,Lecture,Emily   Dolan,30
Communication Theories,90238,COM,301,3,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Mahar Hall 216,Mahar Hall ,216,Fall2017,Lecture,Emily   Dolan,30
Communication Theories,91632,COM,301,4,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Lanigan Hall 107A,Lanigan Hall ,107A,Fall2017,Lecture,Emily   Dolan,30
Message Criticism,90727,COM,302,5,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Lanigan Hall 102A,Lanigan Hall ,102A,Fall2017,Lecture,Jessica K  Reeher,30
Message Criticism,91531,COM,302,6,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Steven M  Granelli,30
Message Criticism,91532,COM,302,7,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Steven M  Granelli,30
Qualitative Research Methods,91443,COM,303,1,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Mahar Hall 118,Mahar Hall ,118,Fall2017,Lecture,Natalie   Hoskins,30
PublicRelationsWriting&MassMed,91630,COM,313,2,Undergraduate ,3,,9:35 am - 10:55 am,TR,Marano Campus Center 202,Marano Campus Center ,202,Fall2017,Lecture,Lindsay Marie  McCluskey,30
PublicRelationsWriting&MassMed,91872,COM,313,3,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Marano Campus Center 202,Marano Campus Center ,202,Fall2017,Lecture,Lindsay Marie  McCluskey,30
Design & Layout For Media,91691,COM,315,4,Undergraduate ,3,,9:35 am - 10:55 am,TR,Lanigan Hall 36,Lanigan Hall ,36,Fall2017,Lecture,Woomi   Shim,30
Design & Layout For Media,91692,COM,315,5,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Lanigan Hall 36,Lanigan Hall ,36,Fall2017,Lecture,Woomi   Shim,30
Design & Layout For Media Lab,93618,COM,315,6,Undergraduate ,3,,12:45 pm - 2:05 pm,T,Lanigan Hall 36,Lanigan Hall ,36,Fall2017,Laboratory,Woomi   Shim,30
Design & Layout For Media Lab,93619,COM,315,7,Undergraduate ,3,,12:45 pm - 2:05 pm,R,Lanigan Hall 36,Lanigan Hall ,36,Fall2017,Laboratory,Woomi   Shim,30
Public Relations Research,90833,COM,317,1,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Mahar Hall 119,Mahar Hall ,119,Fall2017,Lecture,Joseph Earl  Stabb,30
Public Relations Research,92047,COM,317,2,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Mahar Hall 119,Mahar Hall ,119,Fall2017,Lecture,Joseph Earl  Stabb,30
Event Planning,91744,COM,318,3,Undergraduate ,3,,2:20 pm - 3:40 pm,TBA,TBA,TBA,,Fall2017,Lecture,Denise M  DiRienzo,30
Female-Male Communicatn,93610,COM,322,4,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Mahar Hall 111,Mahar Hall ,111,Fall2017,Lecture,Christine M  Hirsch,30
Conflict Management,93621,COM,340,5,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Mahar Hall 107,Mahar Hall ,107,Fall2017,Lecture,John K  Smith,30
Argumentation & Debate,91822,COM,350,6,Undergraduate ,3,,9:35 am - 10:55 am,TR,Mahar Hall 217,Mahar Hall ,217,Fall2017,Lecture,Thomas   Downs,30
Persuasion,90752,COM,360,7,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Mahar Hall 122,Mahar Hall ,122,Fall2017,Lecture,Jessica   Hample,30
Persuasion,91696,COM,360,1,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Lanigan Hall 106A,Lanigan Hall ,106A,Fall2017,Lecture,Jessica   Hample,30
Communication Ethics,93611,COM,380,2,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Mahar Hall 111,Mahar Hall ,111,Fall2017,Lecture,Christine M  Hirsch,30
Communication Ethics,93612,COM,380,3,Undergraduate ,3,,9:35 am - 10:55 am,TR,Mahar Hall 111,Mahar Hall ,111,Fall2017,Lecture,Christine M  Hirsch,30
Adv Interpersonal Communicatn,93617,COM,412,4,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Lanigan Hall 106A,Lanigan Hall ,106A,Fall2017,Lecture,Jenny   Rosenberg,30
Case Studies Public Relations,90241,COM,415,5,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Mahar Hall 217,Mahar Hall ,217,Fall2017,Lecture,Sarah Ann  Bozek,30
Case Studies Public Relations,92058,COM,415,6,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Mahar Hall 217,Mahar Hall ,217,Fall2017,Lecture,Sarah Ann  Bozek,30
Capstone in Public Relations,90242,COM,416,7,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Lanigan Hall 106A,Lanigan Hall ,106A,Fall2017,Lecture,Taejin   Jung,30
Capstone in Public Relations,92050,COM,416,1,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Lanigan Hall 106A,Lanigan Hall ,106A,Fall2017,Lecture,Taejin   Jung,30
InterculturalCommunication,92968,COM,422,2,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Amy B  McHugh,30
Communication/Service Learning,91444,COM,490,3,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Mahar Hall 203,Mahar Hall ,203,Fall2017,Lecture,Jennifer   Knapp,30
Int to Strategic Communication,92056,COM,500,4,Graduate ,3,,4:30 pm - 7:15 pm,W,Mahar Hall 104,Mahar Hall ,104,Fall2017,Lecture,Mary   Toale,30
Applied Research Methods,93277,COM,503,5,Graduate ,3,,6:00 pm - 8:45 pm,T,Mahar Hall 211,Mahar Hall ,211,Fall2017,Lecture,Katherine   Thweatt,30
Global Media Literacy,93751,COM,508,6,Graduate ,3,,5:00 pm - 7:45 pm,M,Mahar Hall 118,Mahar Hall ,118,Fall2017,Lecture,Eileen N  Gilligan,30
Issues & Careers Human Service,90176,CPS,308,7,Undergraduate ,3,,3:55 pm - 6:55 pm,T,Mahar Hall 309,Mahar Hall ,309,Fall2017,Lecture,Cory Ann  Brosch,30
Introduction to Counseling,90177,CPS,310,1,Undergraduate ,3,,9:35 am - 10:55 am,TR,Lanigan Hall 107,Lanigan Hall ,107,Fall2017,Lecture,Michael G  Mullen,30
Introduction to Counseling,93003,CPS,310,2,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Lanigan Hall 107,Lanigan Hall ,107,Fall2017,Lecture,Michael G  Mullen,30
Intro to Family,90178,CPS,391,3,Undergraduate ,3,,3:30 pm - 6:15 pm,M,Lanigan Hall 102,Lanigan Hall ,102,Fall2017,Lecture,Maggie L  Fitzsimmons,30
Intro to Family,93004,CPS,391,4,Undergraduate ,3,,3:30 pm - 6:15 pm,W,Mahar Hall 202,Mahar Hall ,202,Fall2017,Lecture,Robert   Freund,30
Intr to Expressive Art Therapy,92211,CPS,393,5,Undergraduate ,3,,12:30 pm - 3:15 pm,W,Mahar Hall 103,Mahar Hall ,103,Fall2017,Lecture,Kyle Richard  Dzintars,30
Intr to Expressive Art Therapy,90724,CPS,393,6,Undergraduate ,3,,1:50 pm - 4:20 pm,M,Mahar Hall 103,Mahar Hall ,103,Fall2017,Lecture,Alyssa   Courter,30
Psych Found,Personality,90182,,7,Graduate ,3,,10:50 am - 1:35 pm,M,Mahar Hall 103,Mahar Hall ,103,Fall2017,Lecture,Tamara   Sullivan,30
Psych Found,Personality,90183,,1,Graduate ,3,,11:30 am - 2:05 pm,T,Mahar Hall 114,Mahar Hall ,114,Fall2017,Lecture,Tamara   Sullivan,30
Psych Found,Personality,91170,,2,Graduate ,3,,5:30 pm - 8:15 pm,T,Sonata 106,Sonata ,106,Fall2017,Lecture,Jason   Duffy,30
Psych Found,Development,91301,,3,Graduate ,3,,4:30 pm - 7:00 pm,M,Mahar Hall 103,Mahar Hall ,103,Fall2017,Lecture,Jason   Duffy,30
Psych Found,Development,91271,,4,Graduate ,3,,5:00 pm - 7:45 pm,T,Sonata 104,Sonata ,104,Fall2017,Lecture,Lauren   Arbolino,30
Found. Mental Health Coun,91172,CPS,508,5,Graduate ,3,,5:00 pm - 7:45 pm,M,Sonata 107,Sonata ,107,Fall2017,Lecture,Sarah F  Spiegelhoff,30
Counseling Theory & Process,90188,CPS,510,6,Graduate ,3,,1:30 pm - 4:15 pm,W,Mahar Hall 104,Mahar Hall ,104,Fall2017,Lecture,Jodi Ann  Mullen,30
Counseling Theory & Process,90189,CPS,510,7,Graduate ,3,,1:00 pm - 3:35 pm,M,Mahar Hall 104,Mahar Hall ,104,Fall2017,Lecture,Jason   Duffy,30
Counseling Theory & Process,90191,CPS,510,1,Graduate ,3,,10:15 am - 12:45 pm,W,Mahar Hall 114,Mahar Hall ,114,Fall2017,Lecture,Jodi Ann  Mullen,30
Counseling Theory & Process,91171,CPS,510,2,Graduate ,3,,5:30 pm - 8:15 pm,R,Sonata 118,Sonata ,118,Fall2017,Lecture,Robert   Freund,30
Internship Mental Health Couns,92349,CPS,515,3,Graduate ,3,,1:00 pm - 4:00 pm,T,Sonata 106,Sonata ,106,Fall2017,Internship,Jason   Duffy,30
Internship Mental Health Couns,91481,CPS,515,4,Graduate ,3,,3:00 pm - 6:00 pm,T,Mahar Hall 104,Mahar Hall ,104,Fall2017,Internship,Tamara   Sullivan,30
Internship Mental Health Couns,91576,CPS,515,5,Graduate ,3,,3:00 pm - 6:00 pm,T,Mahar Hall 104,Mahar Hall ,104,Fall2017,Internship,Tamara   Sullivan,30
Internship Mental Health Couns,91824,CPS,515,6,Graduate ,3,,5:30 pm - 8:30 pm,M,TBA,TBA,,Fall2017,Internship,Robert   Freund,30
Intern:Alcohol/Substance Couns,91480,CPS,516,7,Graduate ,3,,3:00 pm - 6:00 pm,T,Mahar Hall 104,Mahar Hall ,104,Fall2017,Internship,Tamara   Sullivan,30
Intern:Alcohol/Substance Couns,91825,CPS,516,1,Graduate ,3,,1:00 pm - 4:00 pm,T,Sonata 106,Sonata ,106,Fall2017,Internship,Jason   Duffy,30
Orientation to Counsel.Profess,90195,CPS,530,2,Graduate ,3,,1:30 pm - 3:30 pm,R,Mahar Hall 104,Mahar Hall ,104,Fall2017,Lecture,Sean   Finnerty,30
Intro to Group Process,90196,CPS,541,3,Graduate ,3,,4:10 pm - 8:10 pm,M,Mahar Hall 104,Mahar Hall ,104,Fall2017,Lecture,Michael   LeBlanc,30
Ethno-cult Aspects of Trauma,91746,CPS,559,4,Graduate ,3,,4:10 pm - 7:30 pm,W,Mahar Hall 217,Mahar Hall ,217,Fall2017,Lecture,Karen   Wolford,30
Voc Dev & Decision-Making,90197,CPS,574,5,Graduate ,3,,8:00 am - 11:00 am,T,Mahar Hall 104,Mahar Hall ,104,Fall2017,Lecture,Sean   Finnerty,30
Foundtn of Psy & Edu Appraisal,90198,CPS,585,6,Graduate ,3,,10:30 am - 1:15 pm,R,Mahar Hall 104,Mahar Hall ,104,Fall2017,Lecture,Laura M  Spenceley,30
Foundtn of Psy & Edu Appraisal,91389,CPS,585,7,Graduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Michael   LeBlanc,30
Individual Cognitive Assessmen,90199,CPS,587,1,Graduate ,3,,9:45 am - 12:45 pm,W,Mahar Hall 215,Mahar Hall ,215,Fall2017,Lecture,Laura M  Spenceley,30
Individual Cognitive Assessmen,90921,CPS,587,2,Graduate ,3,,1:00 pm - 3:45 pm,W,Mahar Hall 215,Mahar Hall ,215,Fall2017,Lecture,Laura M  Spenceley,30
Intro. Expressive Art Therapy,91001,CPS,590,3,Graduate ,3,,1:50 pm - 4:20 pm,M,Mahar Hall 103,Mahar Hall ,103,Fall2017,Lecture,Alyssa   Courter,30
Intro. Expressive Art Therapy,92212,CPS,590,4,Graduate ,3,,12:30 pm - 3:15 pm,W,Mahar Hall 103,Mahar Hall ,103,Fall2017,Lecture,Kyle Richard  Dzintars,30
Intro to Family Systems,90200,CPS,591,5,Graduate ,3,,12:40 pm - 3:20 pm,M,Mahar Hall 118,Mahar Hall ,118,Fall2017,Lecture,Tiphanie   Gonzalez,30
Practicum in School Psych,90210,CPS,613,6,Graduate ,3,,9:30 am - 12:05 pm,T,Mahar Hall 107,Mahar Hall ,107,Fall2017,Practicum,James L  McDougal,30
Practicum in School Psych,91182,CPS,613,7,Graduate ,3,,9:00 am - 12:05 pm,T,Mahar Hall 107,Mahar Hall ,107,Fall2017,Practicum,James L  McDougal,30
Consultn Counslrs & Sch Psy,90211,CPS,686,1,Graduate ,3,,9:30 am - 12:15 pm,W,Mahar Hall 103,Mahar Hall ,103,Fall2017,Lecture,Lauren   Arbolino,30
Academic & Educ. Intervention,90212,CPS,688,2,Graduate ,3,,4:00 pm - 6:45 pm,W,Mahar Hall 103,Mahar Hall ,103,Fall2017,Seminar,Carlo   Cuccaro,30
Screenwriting: Introductory,91119,CRW,201,3,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Marano Campus Center 231,Marano Campus Center ,231,Fall2017,Lecture,Kenneth S  Nichols,30
Screenwriting: Introductory,91120,CRW,201,4,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Park Hall 212,Park Hall ,212,Fall2017,Lecture,Juliet A  Giglio,30
Poetry Writing: Introductory,90709,CRW,205,5,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Marano Campus Center 225,Marano Campus Center ,225,Fall2017,Seminar,Laura   Donnelly,30
Poetry Writing: Introductory,90710,CRW,205,6,Undergraduate ,3,,3:00 pm - 3:55 pm,MWF,Marano Campus Center 225,Marano Campus Center ,225,Fall2017,Seminar,Laura   Donnelly,30
Poetry Writing: Introductory,92062,CRW,205,7,Undergraduate ,3,,8:00 am - 8:55 am,MWF,Marano Campus Center 256,Marano Campus Center ,256,Fall2017,Seminar,Charles F  Itzin,30
Poetry Writing: Introductory,91116,CRW,205,1,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Park Hall 212,Park Hall ,212,Fall2017,Seminar,Stephanie Sue  Pritchard,30
Poetry Writing: Introductory,93872,CRW,205,2,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Marano Campus Center 256,Marano Campus Center ,256,Fall2017,Seminar,Charles F  Itzin,30
Fiction Writing:Introductory,90711,CRW,206,3,Undergraduate ,3,,4:35 pm - 5:55 pm,MW,Marano Campus Center 208,Marano Campus Center ,208,Fall2017,Seminar,Benjamin William  Allocco,30
FictionWriting:Introductory,90712,CRW,206,4,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Mahar Hall 118,Mahar Hall ,118,Fall2017,Seminar,Christine R  Motto,30
Fiction Writing: Introductory,90713,CRW,206,5,Undergraduate ,3,,9:35 am - 10:55 am,TR,Mahar Hall 118,Mahar Hall ,118,Fall2017,Seminar,Christine R  Motto,30
Fiction Writing: Introductory,91069,CRW,206,6,Undergraduate ,3,,9:35 am - 10:55 am,TR,Marano Campus Center 232,Marano Campus Center ,232,Fall2017,Seminar,Laura A  Halferty,30
Playwriting: Introductory,91122,CRW,207,7,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Marano Campus Center 232,Marano Campus Center ,232,Fall2017,Seminar,Brad   Korbesmeyer,30
Playwriting: Introductory,93744,CRW,207,1,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Marano Campus Center 232,Marano Campus Center ,232,Fall2017,Seminar,Brad   Korbesmeyer,30
Creative Nonfiction Writing: I,93748,CRW,208,2,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Mahar Hall 217,Mahar Hall ,217,Fall2017,Seminar,Donna M  Steiner,30
Creative Nonfiction Writing: I,90715,CRW,208,3,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Marano Campus Center 208,Marano Campus Center ,208,Fall2017,Seminar,Benjamin William  Allocco,30
Creative Nonfiction Writing: I,90716,CRW,208,4,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Marano Campus Center 232,Marano Campus Center ,232,Fall2017,Seminar,Laura A  Halferty,30
Creative Nonfiction Writing: I,93873,CRW,208,5,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Marano Campus Center 210,Marano Campus Center ,210,Fall2017,Seminar,Linda C.  Loomis,30
CreatiNonfiction Writing:I LC,90714,CRW,208,6,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Mahar Hall 217,Mahar Hall ,217,Fall2017,Seminar,Donna M  Steiner,30
Living Writer Series,90717,CRW,300,7,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Marano Campus Center 132,Marano Campus Center ,132,Fall2017,Lecture,Juliet A  Giglio,30
Screenwriting: Intermediate,90718,CRW,301,1,Undergraduate ,3,,9:35 am - 10:55 am,TR,Marano Campus Center 258,Marano Campus Center ,258,Fall2017,Lecture,Jamie L.  Adams,30
Screenwriting: Intermediate,91111,CRW,301,2,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Marano Campus Center 258,Marano Campus Center ,258,Fall2017,Lecture,Jamie L.  Adams,30
Poetry Writing: Intermediate,91731,CRW,305,3,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Marano Campus Center 142,Marano Campus Center ,142,Fall2017,Seminar,Stephanie Sue  Pritchard,30
Fiction Writing: Intermediate,90719,CRW,306,4,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Marano Campus Center 322,Marano Campus Center ,322,Fall2017,Seminar,Robert T.  O'Connor,30
Fiction Writing: Intermediate,91117,CRW,306,5,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Marano Campus Center 322,Marano Campus Center ,322,Fall2017,Seminar,Robert T.  O'Connor,30
Playwriting: Intermediate,90720,CRW,307,6,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Marano Campus Center 208,Marano Campus Center ,208,Fall2017,Seminar,Brad   Korbesmeyer,30
Creative Nonfiction Writ: Inte,92939,CRW,308,7,Undergraduate ,3,,9:35 am - 10:55 am,TR,Marano Campus Center 210,Marano Campus Center ,210,Fall2017,Seminar,Linda C.  Loomis,30
Literary Citizenship,92133,CRW,355,1,Undergraduate ,3,,4:35 pm - 7:20 pm,M,Marano Campus Center 322,Marano Campus Center ,322,Fall2017,Lecture,Donna M  Steiner,30
STCW:Creating Graphic Novel,93745,CRW,395,2,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Sheldon Hall 326,Sheldon Hall ,326,Fall2017,Lecture,Michael   Raicht,30
Tools for Computing,90476,CSC,101,3,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Shineman Center 122,Shineman Center ,122,Fall2017,Lecture,Robert A.  Zuber,30
Tools for Computing,91128,CSC,101,4,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Robert A.  Zuber,30
BUS Info System&Computing Tool,90820,CSC,102,5,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Shineman Center 122,Shineman Center ,122,Fall2017,Lecture,James   Patridge,30
BUS Info System&Computing Tool,91368,CSC,102,6,Undergraduate ,3,,9:35 am - 10:55 am,TR,Shineman Center 174,Shineman Center ,174,Fall2017,Lecture,Michael L  Smith,30
BUS Info System&Computing Tool,91369,CSC,102,7,Undergraduate ,3,,4:35 pm - 5:55 pm,MW,Shineman Center 122,Shineman Center ,122,Fall2017,Lecture,James   Patridge,30
BUS Info System&Computing Tool,91534,CSC,102,1,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Shineman Center 122,Shineman Center ,122,Fall2017,Lecture,Michael L  Smith,30
BUS Info System&Computing Tool,91674,CSC,102,2,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2017,Distance Learning,Michael L  Smith,30
Comp Tools/Info Lit for EDU,90992,CSC,103,3,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Shineman Center 174,Shineman Center ,174,Fall2017,Lecture,William C  Bosch,30
Comp Tools/Info Lit for EDU,90993,CSC,103,4,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Shineman Center 448,Shineman Center ,448,Fall2017,Lecture,David Paul  Parisian,30
Comp Tools/Info Lit for EDU,90991,CSC,103,5,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Shineman Center 448,Shineman Center ,448,Fall2017,Lecture,David Paul  Parisian,30
Comp Tools/Info Lit for EDU,93763,CSC,103,6,Undergraduate ,3,,4:30 pm - 7:30 pm,T,Shineman Center 448,Shineman Center ,448,Fall2017,Lecture,Richard   Baier,30
Int To Prog & Prog Language,90483,CSC,120,7,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Shineman Center 448,Shineman Center ,448,Fall2017,Lecture,Michael L  Smith,30
